model,resolved_model,reasoning,dialect,family,modality,difficulty,reasoning_subset,protocol,n,valid,correct,input_tokens,output_tokens,reasoning_tokens,cost_usd,latency_ms,accuracy,accuracy_ci_low,accuracy_ci_high,valid_rate
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,trees.indent-jitter-v1,trees,text,3. hard,True,reduce-infer-v1,2,2,0,468,5987,5949,0.0072780,59047.827000000005,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,4,702,3278,3206,0.0040740,53583.609000000004,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,3,770,2250,2177,0.0028540,37812.491,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,194,1570,1552,0.0019228,20068.77,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,high,trees.indent-plain-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,0,211,1294,1275,0.001595,31676.238999999998,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,4,788,1755,1683,0.0022636,27161.915,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,3,852,1907,1834,0.0024588,60561.77599999999,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-infer-v1,2,2,1,428,1326,1289,0.0016768,18128.309,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,2. medium,True,reduce-taught-v1,2,2,2,460,1514,1478,0.0019088,19035.541,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,4,764,1843,1771,0.0023644,30089.570000000003,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,3,828,1451,1378,0.0019068,25114.318000000003,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,2. medium,True,reduce-infer-v1,2,2,2,408,1791,1755,0.0022308,23811.512,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,2. medium,True,reduce-taught-v1,2,2,1,440,1587,1550,0.0019924,22230.444,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,3,771,3954,3881,0.0048990,53634.639,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,4,835,4064,3992,0.0050438,52039.234,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-jitter-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,417,2891,2855,0.0035526,30749.696,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-jitter-v1,embedding,text,2. medium,True,reduce-taught-v1,2,2,2,449,3245,3209,0.0039838,64066.045,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,771,3577,3505,0.0044466,44784.804000000004,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,4,835,4049,3977,0.0050258,61851.265,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-plain-v1,embedding,text,2. medium,True,reduce-infer-v1,2,2,2,417,2619,2583,0.0032262,40901.104999999996,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,embedding.center-clause-plain-v1,embedding,text,2. medium,True,reduce-taught-v1,2,2,0,449,2592,2554,0.0032002,29390.123000000003,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,651,2040,1968,0.0025782,29614.651999999995,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,711,1975,1903,0.0025122,32984.810000000005,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.jitter-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,1,334,1938,1901,0.0023924,23259.069,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.jitter-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,364,1629,1593,0.0020276,30948.092000000004,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,3,3,3,521,4414,4360,0.0054010,53809.642,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,3,3,3,556,3988,3934,0.0048968,74388.658,1.0,0.4385029682449546,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,1,369,3318,3281,0.0040554,34677.194,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,399,3518,3482,0.0043014,47396.359,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,685,2036,1963,0.0025802,27691.284,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,745,1337,1265,0.0017534,21663.448,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,357,1932,1896,0.0023898,28657.863,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.noisy-v1,parens,text,2. medium,True,reduce-taught-v1,2,2,2,387,1504,1468,0.0018822,18479.841,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,3,643,1555,1482,0.0019946,23868.619999999995,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,4,703,2242,2170,0.0028310,61261.224,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.reference-v1,parens,text,2. medium,True,reduce-infer-v1,2,2,2,325,2426,2390,0.0029762,29000.301,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.reference-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,0,179,930,911,0.0011518,12088.164,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,682,3490,3416,0.0043244,52492.39599999999,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,750,2978,2904,0.0037236,37649.433000000005,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,0,183,1571,1552,0.0019218,18788.522,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-mismatched-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,200,978,960,0.0012136,13353.034,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,4,682,2217,2145,0.0027968,29521.568,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-plain-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,750,1811,1738,0.0023232,28407.673,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-infer-v1,1,1,1,183,1052,1034,0.001299,21662.804,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,parens.word-brackets-plain-v1,parens,text,2. medium,True,reduce-taught-v1,1,1,1,200,944,926,0.0011728,9551.724,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.java-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,2,725,2099,2025,0.0026638,30655.523999999998,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.java-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,793,1951,1877,0.0024998,41231.068,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.java-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,203,534,516,0.0006814,7501.952,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.java-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,220,623,605,0.0007916,8953.665,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.lisp-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,4,698,1999,1927,0.0025384,35828.101,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.lisp-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,766,1940,1867,0.0024812,26507.145,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.lisp-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,190,634,615,0.0007988,7913.55,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.lisp-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,207,833,815,0.001041,9883.596000000001,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.plain-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,2,694,3221,3147,0.0040040,42876.116,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.plain-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,2,762,2581,2507,0.0032496,40378.953,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.plain-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,189,1001,982,0.001239,13470.44,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.plain-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,206,989,971,0.001228,12375.921,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.python-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,694,4164,4091,0.0051356,45707.735,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.python-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,4,762,2860,2788,0.0035844,97370.095,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.python-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,189,929,910,0.0011526,11042.160000000002,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.python-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,0,206,1265,1246,0.0015592,14220.956,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.rust-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,2,756,2282,2208,0.0028896,29510.203,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.rust-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,824,2903,2830,0.0036484,36701.18,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.rust-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,0,217,535,516,0.0006854,7482.1939999999995,0.0,0.0,0.7934506856227626,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.rust-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,234,778,760,0.0009804,8468.902,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.scheme-v1,pattern,text,1. easy,True,reduce-infer-v1,4,4,3,694,1352,1279,0.0017612,26139.576,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.scheme-v1,pattern,text,1. easy,True,reduce-taught-v1,4,4,3,762,1126,1053,0.0015036,19722.966,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.scheme-v1,pattern,text,2. medium,True,reduce-infer-v1,1,1,1,189,980,962,0.0012138,11308.652,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,pattern.scheme-v1,pattern,text,2. medium,True,reduce-taught-v1,1,1,1,206,809,791,0.001012,14480.066,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,4,723,1957,1885,0.0024930,33277.673,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-jitter-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,4,791,2823,2751,0.0035458,47790.455,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,199,936,918,0.001163,15285.748,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-jitter-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,216,1223,1205,0.0015108,14305.669,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-plain-v1,prose,text,1. easy,True,reduce-infer-v1,4,4,3,723,1844,1771,0.0023574,41265.363000000005,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-plain-v1,prose,text,1. easy,True,reduce-taught-v1,4,4,1,791,2589,2514,0.0032650,42155.388999999996,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-plain-v1,prose,text,2. medium,True,reduce-infer-v1,1,1,1,199,958,940,0.0011894,11702.047,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,prose.containment-plain-v1,prose,text,2. medium,True,reduce-taught-v1,1,1,1,216,1568,1550,0.0019248,19464.953999999998,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,1,713,4641,4566,0.0057118,64544.315,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-jitter-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,3,781,1704,1631,0.0022010,29064.465,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,193,691,673,0.0008678,10276.664999999999,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-jitter-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,1,210,667,649,0.0008424,9862.37,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-plain-v1,trees,text,1. easy,True,reduce-infer-v1,4,4,3,702,1439,1366,0.0018672,27976.404000000002,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-plain-v1,trees,text,1. easy,True,reduce-taught-v1,4,4,4,770,1377,1305,0.0018064,62966.038,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-plain-v1,trees,text,2. medium,True,reduce-infer-v1,1,1,1,194,534,516,0.0006796,7728.06,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,low,trees.indent-plain-v1,trees,text,2. medium,True,reduce-taught-v1,1,1,1,211,620,602,0.0007862,8259.442,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,False,reduce-infer-v1,2,2,2,398,34,0,0.0001204,2727.608,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,False,reduce-taught-v1,2,2,0,430,32,0,0.0001244,3452.371,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,1,788,67,0,0.0002380,4931.967,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-filler-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,2,852,66,0,0.0002496,4757.015,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,False,reduce-infer-v1,2,2,1,384,33,0,0.0001164,2240.655,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,False,reduce-taught-v1,2,2,2,416,34,0,0.000124,1805.0299999999997,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-infer-v1,4,4,1,764,67,0,0.0002332,7637.38,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,biopolymer.rna-dotbracket-plain-v1,biopolymer,text,1. easy,True,reduce-taught-v1,4,4,2,828,66,0,0.0002448,5576.41,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-jitter-v1,embedding,text,1. easy,False,reduce-infer-v1,2,2,0,389,32,0,0.0001162,2569.25,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-jitter-v1,embedding,text,1. easy,False,reduce-taught-v1,2,2,2,421,34,0,0.0001250,2157.922,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,4,771,64,0,0.0002310,6527.815999999999,1.0,0.5101091635454027,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-jitter-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,3,835,65,0,0.0002450,4662.0689999999995,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-infer-v1,2,2,1,389,33,0,0.0001174,2291.91,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-plain-v1,embedding,text,1. easy,False,reduce-taught-v1,2,2,0,421,32,0,0.0001226,1988.482,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-infer-v1,4,4,2,771,66,0,0.0002334,5623.07,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,embedding.center-clause-plain-v1,embedding,text,1. easy,True,reduce-taught-v1,4,4,3,835,65,0,0.0002450,5969.925,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.jitter-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,1,326,33,0,0.0001048,2784.165,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.jitter-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,356,34,0,0.000112,3035.7690000000002,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.jitter-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,1,651,67,0,0.0002106,5427.355,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.jitter-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,711,65,0,0.0002202,4458.156,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,0,345,32,0,0.0001074,2629.7129999999997,0.0,0.0,0.6576197724933469,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-mismatched-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,1,375,33,0,0.0001146,3775.385,0.5,0.09453120573423074,0.9054687942657693,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,1,698,67,0,0.0002200,5024.753000000001,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-mismatched-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,2,758,66,0,0.0002308,4930.439,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,346,34,0,0.000110,4316.526,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-v1,parens,text,1. easy,False,reduce-taught-v1,2,2,2,376,34,0,0.000116,2164.736,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,2,685,66,0,0.0002162,4808.973,0.5,0.15003898915214947,0.8499610108478506,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.noisy-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,745,65,0,0.0002270,6094.157999999999,0.75,0.30064184258240184,0.9544127391902995,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.reference-v1,parens,text,1. easy,False,reduce-infer-v1,2,2,2,322,34,0,0.0001052,2406.69,1.0,0.34238022750665303,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.reference-v1,parens,text,1. easy,False,reduce-taught-v1,1,1,1,176,17,0,0.0000556,1575.944,1.0,0.20654931437723745,1.0,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.reference-v1,parens,text,1. easy,True,reduce-infer-v1,4,4,1,643,67,0,0.0002090,7093.736,0.25,0.04558726080970055,0.6993581574175981,1.0
openai/gpt-5.6-luna,openai/gpt-5.6-luna-20260709,off,parens.reference-v1,parens,text,1. easy,True,reduce-taught-v1,4,4,3,703,65,0,0.0002186,3879.2009999999996,0.75,0.30064184258240184,0.9544127391902995,1.0
